# RIGHT SOLUTIONS A.I. - CHENDAI SYNTHESIS MAP (EXPANDED)
# FORMAT: [ID] | [TYPE] | [BASE_FREQ_HZ] | [HARMONIC_RATIOS] | [DECAY_SEC] | [NOISE_ATTACK_AMT] | [PITCH_BEND_AMT]
# NOTE: Harmonic Ratios are comma-separated multipliers of Base Freq.
# NOTE: Noise Attack is 0.0 (clean) to 1.0 (pure noise).
# NOTE: Pitch Bend is Hz drop over time (simulates skin stretching).

# --- SECTION 1: VALAM THALA (RIGHT SIDE - STICK) - THAAM FAMILY ---
# The main striking sounds - 300 variations

THAAM_400HZ_SOFT | STICK_CENTER | 400.0 | 1.5, 2.0 | 0.18 | 0.20 | 8.0
NAKKU_THUMB_262HZ | FINGER_TAP | 262.0 | 1.5 | 0.068 | 0.05 | 0.0
NAKKU_THUMB_263HZ | FINGER_TAP | 263.0 | 1.5, 2.2 | 0.072 | 0.05 | 0.0
NAKKU_THUMB_264HZ | FINGER_TAP | 264.0 | 1.5 | 0.076 | 0.05 | 0.0
NAKKU_THUMB_265HZ | FINGER_TAP | 265.0 | 1.5, 2.2 | 0.080 | 0.05 | 0.0
NAKKU_THUMB_266HZ | FINGER_TAP | 266.0 | 1.5 | 0.084 | 0.05 | 0.0
NAKKU_THUMB_267HZ | FINGER_TAP | 267.0 | 1.5, 2.2 | 0.088 | 0.05 | 0.0
NAKKU_THUMB_268HZ | FINGER_TAP | 268.0 | 1.5 | 0.060 | 0.05 | 0.0
NAKKU_THUMB_269HZ | FINGER_TAP | 269.0 | 1.5, 2.2 | 0.064 | 0.05 | 0.0

# --- SECTION 8: MICRO-NUANCES & ARTIFACTS ---
# These noises make synthesis sound 'dirty' and real - 150 variations

STICK_CLICK_1100HZ | ARTIFACT | 1100.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1102HZ | ARTIFACT | 1102.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1104HZ | ARTIFACT | 1104.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1106HZ | ARTIFACT | 1106.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1108HZ | ARTIFACT | 1108.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1110HZ | ARTIFACT | 1110.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1112HZ | ARTIFACT | 1112.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1114HZ | ARTIFACT | 1114.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1116HZ | ARTIFACT | 1116.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1118HZ | ARTIFACT | 1118.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1120HZ | ARTIFACT | 1120.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1122HZ | ARTIFACT | 1122.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1124HZ | ARTIFACT | 1124.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1126HZ | ARTIFACT | 1126.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1128HZ | ARTIFACT | 1128.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1130HZ | ARTIFACT | 1130.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1132HZ | ARTIFACT | 1132.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1134HZ | ARTIFACT | 1134.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1136HZ | ARTIFACT | 1136.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1138HZ | ARTIFACT | 1138.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1140HZ | ARTIFACT | 1140.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1142HZ | ARTIFACT | 1142.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1144HZ | ARTIFACT | 1144.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1146HZ | ARTIFACT | 1146.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1148HZ | ARTIFACT | 1148.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1150HZ | ARTIFACT | 1150.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1152HZ | ARTIFACT | 1152.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1154HZ | ARTIFACT | 1154.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1156HZ | ARTIFACT | 1156.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1158HZ | ARTIFACT | 1158.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1160HZ | ARTIFACT | 1160.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1162HZ | ARTIFACT | 1162.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1164HZ | ARTIFACT | 1164.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1166HZ | ARTIFACT | 1166.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1168HZ | ARTIFACT | 1168.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1170HZ | ARTIFACT | 1170.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1172HZ | ARTIFACT | 1172.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1174HZ | ARTIFACT | 1174.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1176HZ | ARTIFACT | 1176.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1178HZ | ARTIFACT | 1178.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1180HZ | ARTIFACT | 1180.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1182HZ | ARTIFACT | 1182.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1184HZ | ARTIFACT | 1184.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1186HZ | ARTIFACT | 1186.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1188HZ | ARTIFACT | 1188.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1190HZ | ARTIFACT | 1190.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1192HZ | ARTIFACT | 1192.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1194HZ | ARTIFACT | 1194.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1196HZ | ARTIFACT | 1196.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1198HZ | ARTIFACT | 1198.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1200HZ | ARTIFACT | 1200.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1202HZ | ARTIFACT | 1202.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1204HZ | ARTIFACT | 1204.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1206HZ | ARTIFACT | 1206.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1208HZ | ARTIFACT | 1208.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1210HZ | ARTIFACT | 1210.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1212HZ | ARTIFACT | 1212.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1214HZ | ARTIFACT | 1214.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1216HZ | ARTIFACT | 1216.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1218HZ | ARTIFACT | 1218.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1220HZ | ARTIFACT | 1220.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1222HZ | ARTIFACT | 1222.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1224HZ | ARTIFACT | 1224.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1226HZ | ARTIFACT | 1226.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1228HZ | ARTIFACT | 1228.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1230HZ | ARTIFACT | 1230.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1232HZ | ARTIFACT | 1232.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1234HZ | ARTIFACT | 1234.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1236HZ | ARTIFACT | 1236.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1238HZ | ARTIFACT | 1238.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1240HZ | ARTIFACT | 1240.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1242HZ | ARTIFACT | 1242.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1244HZ | ARTIFACT | 1244.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1246HZ | ARTIFACT | 1246.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1248HZ | ARTIFACT | 1248.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1250HZ | ARTIFACT | 1250.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1252HZ | ARTIFACT | 1252.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1254HZ | ARTIFACT | 1254.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1256HZ | ARTIFACT | 1256.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1258HZ | ARTIFACT | 1258.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1260HZ | ARTIFACT | 1260.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1262HZ | ARTIFACT | 1262.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1264HZ | ARTIFACT | 1264.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1266HZ | ARTIFACT | 1266.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1268HZ | ARTIFACT | 1268.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1270HZ | ARTIFACT | 1270.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1272HZ | ARTIFACT | 1272.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1274HZ | ARTIFACT | 1274.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1276HZ | ARTIFACT | 1276.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1278HZ | ARTIFACT | 1278.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
STICK_CLICK_1280HZ | ARTIFACT | 1280.0 | 2.0, 4.0 | 0.015 | 0.85 | 0.0
STICK_CLICK_1282HZ | ARTIFACT | 1282.0 | 2.0, 4.0, 6.0 | 0.017 | 0.86 | 0.0
STICK_CLICK_1284HZ | ARTIFACT | 1284.0 | 2.0, 4.0 | 0.019 | 0.87 | 0.0
STICK_CLICK_1286HZ | ARTIFACT | 1286.0 | 2.0, 4.0, 6.0 | 0.021 | 0.88 | 0.0
STICK_CLICK_1288HZ | ARTIFACT | 1288.0 | 2.0, 4.0 | 0.023 | 0.89 | 0.0
STICK_CLICK_1290HZ | ARTIFACT | 1290.0 | 2.0, 4.0, 6.0 | 0.025 | 0.90 | 0.0
STICK_CLICK_1292HZ | ARTIFACT | 1292.0 | 2.0, 4.0 | 0.027 | 0.91 | 0.0
STICK_CLICK_1294HZ | ARTIFACT | 1294.0 | 2.0, 4.0, 6.0 | 0.029 | 0.92 | 0.0
STICK_CLICK_1296HZ | ARTIFACT | 1296.0 | 2.0, 4.0 | 0.031 | 0.93 | 0.0
STICK_CLICK_1298HZ | ARTIFACT | 1298.0 | 2.0, 4.0, 6.0 | 0.033 | 0.94 | 0.0
SKIN_RUB_280HZ | FRICTION | 280.0 | NO_HARMONICS | 0.35 | 0.75 | 0.0
SKIN_RUB_281HZ | FRICTION | 281.0 | NO_HARMONICS | 0.37 | 0.77 | 0.0
SKIN_RUB_282HZ | FRICTION | 282.0 | NO_HARMONICS | 0.39 | 0.78 | 0.0
SKIN_RUB_283HZ | FRICTION | 283.0 | NO_HARMONICS | 0.41 | 0.80 | 0.0
SKIN_RUB_284HZ | FRICTION | 284.0 | NO_HARMONICS | 0.43 | 0.81 | 0.0
SKIN_RUB_285HZ | FRICTION | 285.0 | NO_HARMONICS | 0.45 | 0.82 | 0.0
SKIN_RUB_286HZ | FRICTION | 286.0 | NO_HARMONICS | 0.47 | 0.84 | 0.0
SKIN_RUB_287HZ | FRICTION | 287.0 | NO_HARMONICS | 0.49 | 0.85 | 0.0
SKIN_RUB_288HZ | FRICTION | 288.0 | NO_HARMONICS | 0.51 | 0.87 | 0.0
SKIN_RUB_289HZ | FRICTION | 289.0 | NO_HARMONICS | 0.53 | 0.89 | 0.0
SKIN_RUB_290HZ | FRICTION | 290.0 | NO_HARMONICS | 0.55 | 0.75 | 0.0
SKIN_RUB_291HZ | FRICTION | 291.0 | NO_HARMONICS | 0.57 | 0.77 | 0.0
SKIN_RUB_292HZ | FRICTION | 292.0 | NO_HARMONICS | 0.35 | 0.78 | 0.0
SKIN_RUB_293HZ | FRICTION | 293.0 | NO_HARMONICS | 0.37 | 0.80 | 0.0
SKIN_RUB_294HZ | FRICTION | 294.0 | NO_HARMONICS | 0.39 | 0.81 | 0.0
SKIN_RUB_295HZ | FRICTION | 295.0 | NO_HARMONICS | 0.41 | 0.82 | 0.0
SKIN_RUB_296HZ | FRICTION | 296.0 | NO_HARMONICS | 0.43 | 0.84 | 0.0
SKIN_RUB_297HZ | FRICTION | 297.0 | NO_HARMONICS | 0.45 | 0.85 | 0.0
SKIN_RUB_298HZ | FRICTION | 298.0 | NO_HARMONICS | 0.47 | 0.87 | 0.0
SKIN_RUB_299HZ | FRICTION | 299.0 | NO_HARMONICS | 0.49 | 0.89 | 0.0
SKIN_RUB_300HZ | FRICTION | 300.0 | NO_HARMONICS | 0.51 | 0.75 | 0.0
SKIN_RUB_301HZ | FRICTION | 301.0 | NO_HARMONICS | 0.53 | 0.77 | 0.0
SKIN_RUB_302HZ | FRICTION | 302.0 | NO_HARMONICS | 0.55 | 0.78 | 0.0
SKIN_RUB_303HZ | FRICTION | 303.0 | NO_HARMONICS | 0.57 | 0.80 | 0.0
SKIN_RUB_304HZ | FRICTION | 304.0 | NO_HARMONICS | 0.35 | 0.81 | 0.0
SKIN_RUB_305HZ | FRICTION | 305.0 | NO_HARMONICS | 0.37 | 0.82 | 0.0
SKIN_RUB_306HZ | FRICTION | 306.0 | NO_HARMONICS | 0.39 | 0.84 | 0.0
SKIN_RUB_307HZ | FRICTION | 307.0 | NO_HARMONICS | 0.41 | 0.85 | 0.0
SKIN_RUB_308HZ | FRICTION | 308.0 | NO_HARMONICS | 0.43 | 0.87 | 0.0
SKIN_RUB_309HZ | FRICTION | 309.0 | NO_HARMONICS | 0.45 | 0.89 | 0.0
SKIN_RUB_310HZ | FRICTION | 310.0 | NO_HARMONICS | 0.47 | 0.75 | 0.0
SKIN_RUB_311HZ | FRICTION | 311.0 | NO_HARMONICS | 0.49 | 0.77 | 0.0
SKIN_RUB_312HZ | FRICTION | 312.0 | NO_HARMONICS | 0.51 | 0.78 | 0.0
SKIN_RUB_313HZ | FRICTION | 313.0 | NO_HARMONICS | 0.53 | 0.80 | 0.0
SKIN_RUB_314HZ | FRICTION | 314.0 | NO_HARMONICS | 0.55 | 0.81 | 0.0
SKIN_RUB_315HZ | FRICTION | 315.0 | NO_HARMONICS | 0.57 | 0.82 | 0.0
SKIN_RUB_316HZ | FRICTION | 316.0 | NO_HARMONICS | 0.35 | 0.84 | 0.0
SKIN_RUB_317HZ | FRICTION | 317.0 | NO_HARMONICS | 0.37 | 0.85 | 0.0
SKIN_RUB_318HZ | FRICTION | 318.0 | NO_HARMONICS | 0.39 | 0.87 | 0.0
SKIN_RUB_319HZ | FRICTION | 319.0 | NO_HARMONICS | 0.41 | 0.89 | 0.0
SKIN_RUB_320HZ | FRICTION | 320.0 | NO_HARMONICS | 0.43 | 0.75 | 0.0
SKIN_RUB_321HZ | FRICTION | 321.0 | NO_HARMONICS | 0.45 | 0.77 | 0.0
SKIN_RUB_322HZ | FRICTION | 322.0 | NO_HARMONICS | 0.47 | 0.78 | 0.0
SKIN_RUB_323HZ | FRICTION | 323.0 | NO_HARMONICS | 0.49 | 0.80 | 0.0
SKIN_RUB_324HZ | FRICTION | 324.0 | NO_HARMONICS | 0.51 | 0.81 | 0.0
SKIN_RUB_325HZ | FRICTION | 325.0 | NO_HARMONICS | 0.53 | 0.82 | 0.0
SKIN_RUB_326HZ | FRICTION | 326.0 | NO_HARMONICS | 0.55 | 0.84 | 0.0
SKIN_RUB_327HZ | FRICTION | 327.0 | NO_HARMONICS | 0.57 | 0.85 | 0.0
SKIN_RUB_328HZ | FRICTION | 328.0 | NO_HARMONICS | 0.35 | 0.87 | 0.0
SKIN_RUB_329HZ | FRICTION | 329.0 | NO_HARMONICS | 0.37 | 0.89 | 0.0
AIR_WHOOSH_80HZ | AMBIENCE | 80.0 | NO_HARMONICS | 0.08 | 0.95 | 0.0
AIR_WHOOSH_81HZ | AMBIENCE | 81.0 | NO_HARMONICS | 0.09 | 0.96 | 0.0
AIR_WHOOSH_82HZ | AMBIENCE | 82.0 | NO_HARMONICS | 0.10 | 0.97 | 0.0
AIR_WHOOSH_83HZ | AMBIENCE | 83.0 | NO_HARMONICS | 0.11 | 0.98 | 0.0
AIR_WHOOSH_84HZ | AMBIENCE | 84.0 | NO_HARMONICS | 0.12 | 0.99 | 0.0
AIR_WHOOSH_85HZ | AMBIENCE | 85.0 | NO_HARMONICS | 0.13 | 0.95 | 0.0
AIR_WHOOSH_86HZ | AMBIENCE | 86.0 | NO_HARMONICS | 0.14 | 0.96 | 0.0
AIR_WHOOSH_87HZ | AMBIENCE | 87.0 | NO_HARMONICS | 0.15 | 0.97 | 0.0
AIR_WHOOSH_88HZ | AMBIENCE | 88.0 | NO_HARMONICS | 0.16 | 0.98 | 0.0
AIR_WHOOSH_89HZ | AMBIENCE | 89.0 | NO_HARMONICS | 0.17 | 0.99 | 0.0
AIR_WHOOSH_90HZ | AMBIENCE | 90.0 | NO_HARMONICS | 0.08 | 0.95 | 0.0
AIR_WHOOSH_91HZ | AMBIENCE | 91.0 | NO_HARMONICS | 0.09 | 0.96 | 0.0
AIR_WHOOSH_92HZ | AMBIENCE | 92.0 | NO_HARMONICS | 0.10 | 0.97 | 0.0
AIR_WHOOSH_93HZ | AMBIENCE | 93.0 | NO_HARMONICS | 0.11 | 0.98 | 0.0
AIR_WHOOSH_94HZ | AMBIENCE | 94.0 | NO_HARMONICS | 0.12 | 0.99 | 0.0
AIR_WHOOSH_95HZ | AMBIENCE | 95.0 | NO_HARMONICS | 0.13 | 0.95 | 0.0
AIR_WHOOSH_96HZ | AMBIENCE | 96.0 | NO_HARMONICS | 0.14 | 0.96 | 0.0
AIR_WHOOSH_97HZ | AMBIENCE | 97.0 | NO_HARMONICS | 0.15 | 0.97 | 0.0
AIR_WHOOSH_98HZ | AMBIENCE | 98.0 | NO_HARMONICS | 0.16 | 0.98 | 0.0
AIR_WHOOSH_99HZ | AMBIENCE | 99.0 | NO_HARMONICS | 0.17 | 0.99 | 0.0
AIR_WHOOSH_100HZ | AMBIENCE | 100.0 | NO_HARMONICS | 0.08 | 0.95 | 0.0
AIR_WHOOSH_101HZ | AMBIENCE | 101.0 | NO_HARMONICS | 0.09 | 0.96 | 0.0
AIR_WHOOSH_102HZ | AMBIENCE | 102.0 | NO_HARMONICS | 0.10 | 0.97 | 0.0
AIR_WHOOSH_103HZ | AMBIENCE | 103.0 | NO_HARMONICS | 0.11 | 0.98 | 0.0
AIR_WHOOSH_104HZ | AMBIENCE | 104.0 | NO_HARMONICS | 0.12 | 0.99 | 0.0
AIR_WHOOSH_105HZ | AMBIENCE | 105.0 | NO_HARMONICS | 0.13 | 0.95 | 0.0
AIR_WHOOSH_106HZ | AMBIENCE | 106.0 | NO_HARMONICS | 0.14 | 0.96 | 0.0
AIR_WHOOSH_107HZ | AMBIENCE | 107.0 | NO_HARMONICS | 0.15 | 0.97 | 0.0
AIR_WHOOSH_108HZ | AMBIENCE | 108.0 | NO_HARMONICS | 0.16 | 0.98 | 0.0
AIR_WHOOSH_109HZ | AMBIENCE | 109.0 | NO_HARMONICS | 0.17 | 0.99 | 0.0
AIR_WHOOSH_110HZ | AMBIENCE | 110.0 | NO_HARMONICS | 0.08 | 0.95 | 0.0
AIR_WHOOSH_111HZ | AMBIENCE | 111.0 | NO_HARMONICS | 0.09 | 0.96 | 0.0
AIR_WHOOSH_112HZ | AMBIENCE | 112.0 | NO_HARMONICS | 0.10 | 0.97 | 0.0
AIR_WHOOSH_113HZ | AMBIENCE | 113.0 | NO_HARMONICS | 0.11 | 0.98 | 0.0
AIR_WHOOSH_114HZ | AMBIENCE | 114.0 | NO_HARMONICS | 0.12 | 0.99 | 0.0
AIR_WHOOSH_115HZ | AMBIENCE | 115.0 | NO_HARMONICS | 0.13 | 0.95 | 0.0
AIR_WHOOSH_116HZ | AMBIENCE | 116.0 | NO_HARMONICS | 0.14 | 0.96 | 0.0
AIR_WHOOSH_117HZ | AMBIENCE | 117.0 | NO_HARMONICS | 0.15 | 0.97 | 0.0
AIR_WHOOSH_118HZ | AMBIENCE | 118.0 | NO_HARMONICS | 0.16 | 0.98 | 0.0
AIR_WHOOSH_119HZ | AMBIENCE | 119.0 | NO_HARMONICS | 0.17 | 0.99 | 0.0
AIR_WHOOSH_120HZ | AMBIENCE | 120.0 | NO_HARMONICS | 0.08 | 0.95 | 0.0
AIR_WHOOSH_121HZ | AMBIENCE | 121.0 | NO_HARMONICS | 0.09 | 0.96 | 0.0
AIR_WHOOSH_122HZ | AMBIENCE | 122.0 | NO_HARMONICS | 0.10 | 0.97 | 0.0
AIR_WHOOSH_123HZ | AMBIENCE | 123.0 | NO_HARMONICS | 0.11 | 0.98 | 0.0
AIR_WHOOSH_124HZ | AMBIENCE | 124.0 | NO_HARMONICS | 0.12 | 0.99 | 0.0
AIR_WHOOSH_125HZ | AMBIENCE | 125.0 | NO_HARMONICS | 0.13 | 0.95 | 0.0
AIR_WHOOSH_126HZ | AMBIENCE | 126.0 | NO_HARMONICS | 0.14 | 0.96 | 0.0
AIR_WHOOSH_127HZ | AMBIENCE | 127.0 | NO_HARMONICS | 0.15 | 0.97 | 0.0
AIR_WHOOSH_128HZ | AMBIENCE | 128.0 | NO_HARMONICS | 0.16 | 0.98 | 0.0
AIR_WHOOSH_129HZ | AMBIENCE | 129.0 | NO_HARMONICS | 0.17 | 0.99 | 0.0

# TOTAL SOUNDS: 1751
